date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:18:04	44157/44157	---M--	200	added ('OK')	image/png	etag:%22ac7d-65507592-986218341b9c01e;;;%22	https://tfhtml.themepul.com/fitmas/assets/img/team/team-2.png	C:/Users/user/OneDrive/Desktop/master/tfhtml.themepul.com/fitmas/assets/img/team/team-2.png	(from https://tfhtml.themepul.com/fitmas/index.html)
14:18:05	32546/32546	---M--	200	added ('OK')	image/png	etag:%227f22-65507592-beeee30f52c2be7e;;;%22	https://tfhtml.themepul.com/fitmas/assets/img/team/team-3.png	C:/Users/user/OneDrive/Desktop/master/tfhtml.themepul.com/fitmas/assets/img/team/team-3.png	(from https://tfhtml.themepul.com/fitmas/index.html)
14:18:05	37932/37932	---M--	200	added ('OK')	image/png	etag:%22942c-65507593-76ef88f6fa5a65a4;;;%22	https://tfhtml.themepul.com/fitmas/assets/img/team/team-4.png	C:/Users/user/OneDrive/Desktop/master/tfhtml.themepul.com/fitmas/assets/img/team/team-4.png	(from https://tfhtml.themepul.com/fitmas/index.html)
14:18:06	17890/17890	---M--	200	added ('OK')	image/png	etag:%2245e2-65507585-f03f4c68c470d732;;;%22	https://tfhtml.themepul.com/fitmas/assets/img/testimonial/testi_box-bg.png	C:/Users/user/OneDrive/Desktop/master/tfhtml.themepul.com/fitmas/assets/img/testimonial/testi_box-bg.png	(from https://tfhtml.themepul.com/fitmas/index.html)
14:18:06	11196/11196	---M--	200	added ('OK')	image/png	etag:%222bbc-65507584-ac64405b79beadb7;;;%22	https://tfhtml.themepul.com/fitmas/assets/img/testimonial/testi_1_1.png	C:/Users/user/OneDrive/Desktop/master/tfhtml.themepul.com/fitmas/assets/img/testimonial/testi_1_1.png	(from https://tfhtml.themepul.com/fitmas/index.html)
14:18:06	11730/11730	---M--	200	added ('OK')	image/png	etag:%222dd2-65507584-e37cbe06dfbc3ae8;;;%22	https://tfhtml.themepul.com/fitmas/assets/img/testimonial/testi_1_2.png	C:/Users/user/OneDrive/Desktop/master/tfhtml.themepul.com/fitmas/assets/img/testimonial/testi_1_2.png	(from https://tfhtml.themepul.com/fitmas/index.html)
14:18:07	11036/11036	---M--	200	added ('OK')	image/png	etag:%222b1c-65507584-9b3b9bf974156ea5;;;%22	https://tfhtml.themepul.com/fitmas/assets/img/testimonial/testi_1_3.png	C:/Users/user/OneDrive/Desktop/master/tfhtml.themepul.com/fitmas/assets/img/testimonial/testi_1_3.png	(from https://tfhtml.themepul.com/fitmas/index.html)
14:18:07	623652/623652	---M--	200	added ('OK')	image/png	etag:%2298424-65507584-f9e5cf3637333294;;;%22	https://tfhtml.themepul.com/fitmas/assets/img/testimonial/testi_bg1.png	C:/Users/user/OneDrive/Desktop/master/tfhtml.themepul.com/fitmas/assets/img/testimonial/testi_bg1.png	(from https://tfhtml.themepul.com/fitmas/index.html)
14:18:07	20286/20286	---M--	200	added ('OK')	image/png	etag:%224f3e-6550758a-9cc04d6e05613a06;;;%22	https://tfhtml.themepul.com/fitmas/assets/img/bg/pricing-card1-bg.png	C:/Users/user/OneDrive/Desktop/master/tfhtml.themepul.com/fitmas/assets/img/bg/pricing-card1-bg.png	(from https://tfhtml.themepul.com/fitmas/index.html)
14:18:07	6430/6430	---M-Z	200	added ('OK')	image/svg+xml	etag:%22191e-6550757c-bed4d677f83e81f6;gz%22	https://tfhtml.themepul.com/fitmas/assets/img/icon/picing-icon_1-1.svg	C:/Users/user/OneDrive/Desktop/master/tfhtml.themepul.com/fitmas/assets/img/icon/picing-icon_1-1.svg	(from https://tfhtml.themepul.com/fitmas/index.html)
14:18:08	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-60784d61-2a39fb5a7b99e726;gz%22	https://tfhtml.themepul.com/fitmas/priing.html	C:/Users/user/OneDrive/Desktop/master/tfhtml.themepul.com/fitmas/priing.html	(from https://tfhtml.themepul.com/fitmas/index.html)
14:18:08	7650/7650	---M-Z	200	added ('OK')	image/svg+xml	etag:%221de2-6550757d-70ae154dbe5631a0;gz%22	https://tfhtml.themepul.com/fitmas/assets/img/icon/picing-icon_1-2.svg	C:/Users/user/OneDrive/Desktop/master/tfhtml.themepul.com/fitmas/assets/img/icon/picing-icon_1-2.svg	(from https://tfhtml.themepul.com/fitmas/index.html)
14:18:08	3550/3550	---M-Z	200	added ('OK')	image/svg+xml	etag:%22dde-6550757c-db4406d28efa4240;gz%22	https://tfhtml.themepul.com/fitmas/assets/img/icon/picing-icon_1-3.svg	C:/Users/user/OneDrive/Desktop/master/tfhtml.themepul.com/fitmas/assets/img/icon/picing-icon_1-3.svg	(from https://tfhtml.themepul.com/fitmas/index.html)
14:18:09	151982/151982	---M--	200	added ('OK')	image/png	etag:%22251ae-6550757f-e347de1af1149fd6;;;%22	https://tfhtml.themepul.com/fitmas/assets/img/normal/goal_1-1.png	C:/Users/user/OneDrive/Desktop/master/tfhtml.themepul.com/fitmas/assets/img/normal/goal_1-1.png	(from https://tfhtml.themepul.com/fitmas/index.html)
14:18:09	1783/1783	---M-Z	200	added ('OK')	image/svg+xml	etag:%226f7-65507579-43ce6c7ee9301a1e;gz%22	https://tfhtml.themepul.com/fitmas/assets/img/icon/goal-icon_1-1.svg	C:/Users/user/OneDrive/Desktop/master/tfhtml.themepul.com/fitmas/assets/img/icon/goal-icon_1-1.svg	(from https://tfhtml.themepul.com/fitmas/index.html)
14:18:09	2691/2691	---M-Z	200	added ('OK')	image/svg+xml	etag:%22a83-65507579-ecaf455ec74a39eb;gz%22	https://tfhtml.themepul.com/fitmas/assets/img/icon/goal-icon_1-2.svg	C:/Users/user/OneDrive/Desktop/master/tfhtml.themepul.com/fitmas/assets/img/icon/goal-icon_1-2.svg	(from https://tfhtml.themepul.com/fitmas/index.html)
14:18:10	68196/68196	---M--	200	added ('OK')	image/png	etag:%2210a64-65507595-a30136db4691d5fc;;;%22	https://tfhtml.themepul.com/fitmas/assets/img/blog/blog_1_1.png	C:/Users/user/OneDrive/Desktop/master/tfhtml.themepul.com/fitmas/assets/img/blog/blog_1_1.png	(from https://tfhtml.themepul.com/fitmas/index.html)
14:18:10	17516/17516	---M--	200	added ('OK')	image/png	etag:%22446c-65507599-3064f8ccfde626db;;;%22	https://tfhtml.themepul.com/fitmas/assets/img/blog/blog_card1_bg.png	C:/Users/user/OneDrive/Desktop/master/tfhtml.themepul.com/fitmas/assets/img/blog/blog_card1_bg.png	(from https://tfhtml.themepul.com/fitmas/index.html)
14:18:10	62912/62912	---M--	200	added ('OK')	image/png	etag:%22f5c0-65507595-15ead43912290d1;;;%22	https://tfhtml.themepul.com/fitmas/assets/img/blog/blog_1_2.png	C:/Users/user/OneDrive/Desktop/master/tfhtml.themepul.com/fitmas/assets/img/blog/blog_1_2.png	(from https://tfhtml.themepul.com/fitmas/index.html)
14:18:11	65634/65634	---M--	200	added ('OK')	image/png	etag:%2210062-65507595-b53716ad73fa36a9;;;%22	https://tfhtml.themepul.com/fitmas/assets/img/blog/blog_1_3.png	C:/Users/user/OneDrive/Desktop/master/tfhtml.themepul.com/fitmas/assets/img/blog/blog_1_3.png	(from https://tfhtml.themepul.com/fitmas/index.html)
14:18:12	5514/5514	---M--	200	added ('OK')	image/png	etag:%22158a-6550759d-ff6a086ee45dc887;;;%22	https://tfhtml.themepul.com/fitmas/assets/img/widget/insta-feed1.png	C:/Users/user/OneDrive/Desktop/master/tfhtml.themepul.com/fitmas/assets/img/widget/insta-feed1.png	(from https://tfhtml.themepul.com/fitmas/index.html)
14:18:12	361540/361540	---M--	200	added ('OK')	image/png	etag:%2258444-6550758a-c17be60e8360ead6;;;%22	https://tfhtml.themepul.com/fitmas/assets/img/bg/footer-1-bg.png	C:/Users/user/OneDrive/Desktop/master/tfhtml.themepul.com/fitmas/assets/img/bg/footer-1-bg.png	(from https://tfhtml.themepul.com/fitmas/index.html)
14:18:12	5310/5310	---M--	200	added ('OK')	image/png	etag:%2214be-6550759d-a683841acf4d2233;;;%22	https://tfhtml.themepul.com/fitmas/assets/img/widget/insta-feed2.png	C:/Users/user/OneDrive/Desktop/master/tfhtml.themepul.com/fitmas/assets/img/widget/insta-feed2.png	(from https://tfhtml.themepul.com/fitmas/index.html)
14:18:12	5707/5707	---M--	200	added ('OK')	image/png	etag:%22164b-6550759d-16b0854c3e99a6a3;;;%22	https://tfhtml.themepul.com/fitmas/assets/img/widget/insta-feed3.png	C:/Users/user/OneDrive/Desktop/master/tfhtml.themepul.com/fitmas/assets/img/widget/insta-feed3.png	(from https://tfhtml.themepul.com/fitmas/index.html)
14:18:13	5640/5640	---M--	200	added ('OK')	image/png	etag:%221608-6550759e-7270ce0f942531;;;%22	https://tfhtml.themepul.com/fitmas/assets/img/widget/insta-feed4.png	C:/Users/user/OneDrive/Desktop/master/tfhtml.themepul.com/fitmas/assets/img/widget/insta-feed4.png	(from https://tfhtml.themepul.com/fitmas/index.html)
14:18:13	5831/5831	---M--	200	added ('OK')	image/png	etag:%2216c7-6550759d-a4597612b4425458;;;%22	https://tfhtml.themepul.com/fitmas/assets/img/widget/insta-feed5.png	C:/Users/user/OneDrive/Desktop/master/tfhtml.themepul.com/fitmas/assets/img/widget/insta-feed5.png	(from https://tfhtml.themepul.com/fitmas/index.html)
14:18:13	5604/5604	---M--	200	added ('OK')	image/png	etag:%2215e4-6550759d-f43a4454e36a2ad9;;;%22	https://tfhtml.themepul.com/fitmas/assets/img/widget/insta-feed6.png	C:/Users/user/OneDrive/Desktop/master/tfhtml.themepul.com/fitmas/assets/img/widget/insta-feed6.png	(from https://tfhtml.themepul.com/fitmas/index.html)
14:18:14	89503/89503	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215d9f-655075a3-69daef704a45ca46;gz%22	https://tfhtml.themepul.com/fitmas/assets/js/vendor/jquery-3.6.0.min.js	C:/Users/user/OneDrive/Desktop/master/tfhtml.themepul.com/fitmas/assets/js/vendor/jquery-3.6.0.min.js	(from https://tfhtml.themepul.com/fitmas/index.html)
14:18:14	42713/42713	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a6d9-655075a2-b2fbe8b60f0f835c;gz%22	https://tfhtml.themepul.com/fitmas/assets/js/slick.min.js	C:/Users/user/OneDrive/Desktop/master/tfhtml.themepul.com/fitmas/assets/js/slick.min.js	(from https://tfhtml.themepul.com/fitmas/index.html)
14:18:15	80678/80678	---M-Z	200	added ('OK')	application/x-javascript	etag:%2213b26-655075a2-4f38c5ee8d193f5a;gz%22	https://tfhtml.themepul.com/fitmas/assets/js/bootstrap.min.js	C:/Users/user/OneDrive/Desktop/master/tfhtml.themepul.com/fitmas/assets/js/bootstrap.min.js	(from https://tfhtml.themepul.com/fitmas/index.html)
14:18:15	20214/20214	---M-Z	200	added ('OK')	application/x-javascript	etag:%224ef6-655075a0-142cf069644eaafd;gz%22	https://tfhtml.themepul.com/fitmas/assets/js/jquery.magnific-popup.min.js	C:/Users/user/OneDrive/Desktop/master/tfhtml.themepul.com/fitmas/assets/js/jquery.magnific-popup.min.js	(from https://tfhtml.themepul.com/fitmas/index.html)
14:18:15	10544/10544	---M-Z	200	added ('OK')	application/x-javascript	etag:%222930-655075a3-125dad450e302563;gz%22	https://tfhtml.themepul.com/fitmas/assets/js/jquery.counterup.min.js	C:/Users/user/OneDrive/Desktop/master/tfhtml.themepul.com/fitmas/assets/js/jquery.counterup.min.js	(from https://tfhtml.themepul.com/fitmas/index.html)
14:18:16	21889/21889	---M-Z	200	added ('OK')	application/x-javascript	etag:%225581-655075a1-86d738578fee9751;gz%22	https://tfhtml.themepul.com/fitmas/assets/js/jquery-ui.min.js	C:/Users/user/OneDrive/Desktop/master/tfhtml.themepul.com/fitmas/assets/js/jquery-ui.min.js	(from https://tfhtml.themepul.com/fitmas/index.html)
14:18:16	5388/5388	---M-Z	200	added ('OK')	application/x-javascript	etag:%22150c-655075a2-920def4551fe2b7d;gz%22	https://tfhtml.themepul.com/fitmas/assets/js/imagesloaded.pkgd.min.js	C:/Users/user/OneDrive/Desktop/master/tfhtml.themepul.com/fitmas/assets/js/imagesloaded.pkgd.min.js	(from https://tfhtml.themepul.com/fitmas/index.html)
14:18:17	34825/34825	---M-Z	200	added ('OK')	application/x-javascript	etag:%228809-655075a0-5a741a7255e959e1;gz%22	https://tfhtml.themepul.com/fitmas/assets/js/isotope.pkgd.min.js	C:/Users/user/OneDrive/Desktop/master/tfhtml.themepul.com/fitmas/assets/js/isotope.pkgd.min.js	(from https://tfhtml.themepul.com/fitmas/index.html)
14:18:17	41861/41861	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a385-655075a2-ae2fc3a653279309;gz%22	https://tfhtml.themepul.com/fitmas/assets/js/main.js	C:/Users/user/OneDrive/Desktop/master/tfhtml.themepul.com/fitmas/assets/js/main.js	(from https://tfhtml.themepul.com/fitmas/index.html)
